Id	Label	NodeType	Community_Lvl_0	Community_Lvl_1	Infered_Community_Name_Lvl_0	Infered_Community_Name_Lvl_1
Fashion Stylist__s	Fashion Stylist	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Analyst Programmer in Managed Services__s	Analyst Programmer in Managed Services	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Inspector__s	Inspector	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
CHEF COMPTABLE__s	CHEF COMPTABLE	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Formation__s	Formation	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Head Consultant__s	Head Consultant	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Orthophoniste__s	Orthophoniste	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Merchandise Manager__s	Merchandise Manager	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Human Resources Assistant__s	Human Resources Assistant	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
TECHNICIEN EXPORT__s	TECHNICIEN EXPORT	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Intilaqa officer__s	Intilaqa officer	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Spa Manager__s	Spa Manager	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
CUSTOMER SUPPORT IS__s	CUSTOMER SUPPORT IS	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Accountant Assistant__s	Accountant Assistant	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Team Member__s	Team Member	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
RRH__s	RRH	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Assistant Safety Officer__s	Assistant Safety Officer	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Glass Artist__s	Glass Artist	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Trainer__s	Trainer	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
PMO__s	PMO	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Medical Doctor, retired; currently photographer__s	Medical Doctor, retired; currently photographer	2.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
Phd Candidate__s	Phd Candidate	2.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
theory__t	theory	1.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
Engineering Apprentice__s	Engineering Apprentice	2.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
organic electronics__t	organic electronics	1.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
hplc__t	hplc	1.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
Research Internship__s	Research Internship	2.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
education policy__t	education policy	1.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
Post Doc__s	Post Doc	2.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
Analog IC Design and Layout__s	Analog IC Design and Layout	2.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
Permanent researcher__s	Permanent researcher	2.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
nonprofits__t	nonprofits	1.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
higher education__t	higher education	1.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
Post-Doctoral Researcher__s	Post-Doctoral Researcher	2.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
Brand Innovator__s	Brand Innovator	2.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
confocal microscopy__t	confocal microscopy	1.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
Medicinal Chemist__s	Medicinal Chemist	2.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
University of Medicin in Geneva__s	University of Medicin in Geneva	2.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
uv/vis__t	uv/vis	1.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
policy__t	policy	1.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
Patient Advocate__s	Patient Advocate	2.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
couche mince__t	couche mince	1.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
President & Managing director__s	President & Managing director	2.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
Director of research__s	Director of research	2.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
engineering physics__t	engineering physics	1.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
spss__t	spss	1.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
co-founder & co-director__s	co-founder & co-director	2.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
Doctorant__s	Doctorant	2.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
Wealth Advisor__s	Wealth Advisor	2.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
tutoring__t	tutoring	1.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
social worker__s	social worker	2.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
Retired teacher, now writing, editing.__s	Retired teacher, now writing, editing.	2.0	2	2.7	21___Science and engineering professionals	311___Physical and engineering science technicians
